date,timestamp,open,high,low,close,volume
2017-06-05,1496620800000,2521.43,2698.0,2517.02,2698.0,13599.76890434
2017-06-06,1496707200000,2698.0,2938.55,2674.69,2871.29,28609.64698371
2017-06-07,1496793600000,2871.29,2885.0,2598.7,2685.64,19476.18369094
2017-06-08,1496880000000,2690.02,2808.78,2611.41,2799.73,13453.68915971
2017-06-09,1496966400000,2799.76,2861.58,2786.2,2811.39,11440.33561555
2017-06-10,1497052800000,2811.37,2942.04,2801.25,2931.15,18734.85190549
2017-06-11,1497139200000,2931.16,2998.99,2881.0,2998.98,16295.4930364
2017-06-12,1497225600000,2998.98,2999.99,2463.89,2655.71,38941.18214331
2017-06-13,1497312000000,2654.36,2798.99,2649.47,2709.01,19716.97419151
2017-06-14,1497398400000,2709.02,2827.0,2330.0,2432.21,28257.13485767
2017-06-15,1497484800000,2432.21,2525.0,2050.0,2409.98,42025.04188091
2017-06-16,1497571200000,2409.98,2524.65,2287.84,2480.43,21891.95771822
2017-06-17,1497657600000,2480.44,2679.24,2413.96,2634.94,17601.3141096
2017-06-18,1497744000000,2634.94,2670.0,2455.01,2515.25,13831.60864849
2017-06-19,1497830400000,2515.25,2597.0,2481.92,2596.98,13928.55868512
2017-06-20,1497916800000,2596.99,2776.95,2585.42,2725.08,19230.12622071
2017-06-21,1498003200000,2725.11,2781.59,2559.51,2643.35,18065.09195302
2017-06-22,1498089600000,2643.33,2724.69,2598.0,2679.99,12179.55378226
2017-06-23,1498176000000,2679.93,2743.0,2665.0,2690.76,9674.14014661
2017-06-24,1498262400000,2690.76,2718.37,2503.05,2574.84,12808.47796498
2017-06-25,1498348800000,2574.86,2625.0,2430.05,2505.61,13739.17133582
2017-06-26,1498435200000,2505.61,2563.9,2258.34,2407.91,20262.76215295
2017-06-27,1498521600000,2407.91,2575.75,2264.0,2575.75,22151.51962082
2017-06-28,1498608000000,2573.22,2605.0,2457.0,2553.12,16240.95462101
2017-06-29,1498694400000,2553.13,2591.98,2506.1,2530.0,9048.16102048
2017-06-30,1498780800000,2531.16,2554.01,2446.2,2455.19,11860.9594359
2017-07-01,1498867200000,2455.19,2515.0,2400.0,2423.63,8448.08879856
2017-07-02,1498953600000,2424.08,2545.0,2385.0,2516.66,9098.28919886
2017-07-03,1499040000000,2515.37,2584.78,2479.75,2542.41,10045.8328211
2017-07-04,1499126400000,2542.41,2636.1,2542.18,2602.0,10680.56522172
2017-07-05,1499212800000,2602.0,2630.24,2551.06,2616.96,10183.63010323
2017-07-06,1499299200000,2616.96,2623.54,2580.69,2604.84,8207.99657687
2017-07-07,1499385600000,2604.89,2607.61,2472.0,2501.15,11640.78157115
2017-07-08,1499472000000,2501.15,2563.5,2471.22,2561.11,7869.88131277
2017-07-09,1499558400000,2560.84,2579.84,2500.0,2508.99,5647.43426949
2017-07-10,1499644800000,2508.0,2523.0,2250.0,2331.05,15554.0050949
2017-07-11,1499731200000,2330.93,2410.0,2265.0,2310.01,15670.55064724
2017-07-12,1499817600000,2310.0,2415.0,2250.0,2383.42,13834.47197463
2017-07-13,1499904000000,2384.35,2416.79,2308.14,2340.0,9541.53943311
2017-07-14,1499990400000,2340.0,2349.28,2150.0,2217.24,13549.1778099
2017-07-15,1500076800000,2217.02,2224.82,1964.31,1964.31,16334.68864717
2017-07-16,1500163200000,1964.33,2043.94,1758.2,1911.78,21740.89274035
2017-07-17,1500249600000,1911.79,2238.07,1909.58,2235.19,21436.7645371
2017-07-18,1500336000000,2235.14,2393.43,2134.37,2308.15,23795.59414253
2017-07-19,1500422400000,2307.48,2396.0,2216.0,2258.99,18567.47611252
2017-07-20,1500508800000,2258.99,2957.0,2258.99,2873.48,36509.30587417
2017-07-21,1500595200000,2873.45,2880.0,2608.27,2657.45,23062.18542954
2017-07-22,1500681600000,2661.05,2869.88,2646.95,2825.27,12225.61763679
2017-07-23,1500768000000,2825.27,2848.0,2691.0,2754.28,10194.97475019
2017-07-24,1500854400000,2755.19,2799.2,2726.8,2762.26,8105.64511248
2017-07-25,1500940800000,2761.68,2782.44,2449.69,2564.0,19195.82260736
2017-07-26,1501027200000,2564.0,2614.0,2403.0,2525.99,13019.03454142
2017-07-27,1501113600000,2525.98,2686.2,2514.1,2664.99,10034.52706572
2017-07-28,1501200000000,2664.99,2825.11,2655.55,2786.07,17189.24674204
2017-07-29,1501286400000,2786.07,2790.99,2656.0,2700.21,9860.13224068
2017-07-30,1501372800000,2700.2,2739.98,2500.0,2723.99,8460.182768
2017-07-31,1501459200000,2723.99,2900.0,2700.0,2856.88,11462.1802407
2017-08-01,1501545600000,2856.89,2925.0,2676.01,2732.59,9772.96947501
2017-08-02,1501632000000,2731.6,2758.06,2650.0,2699.9,8422.27537735
2017-08-03,1501718400000,2699.9,2799.0,2699.89,2787.02,7425.95745626
2017-08-04,1501804800000,2787.05,2877.79,2760.0,2857.34,7714.98047973
2017-08-05,1501891200000,2857.34,3335.0,2857.34,3243.49,21614.60061123
2017-08-06,1501977600000,3243.5,3278.42,3150.0,3222.22,8666.20078218
2017-08-07,1502064000000,3222.22,3416.0,3190.0,3398.23,11325.4162028
2017-08-08,1502150400000,3398.23,3489.0,3349.91,3422.43,16014.00638269
2017-08-09,1502236800000,3423.28,3428.29,3232.62,3342.8,13076.14627076
2017-08-10,1502323200000,3342.8,3448.0,3317.0,3444.98,9348.35914865
2017-08-11,1502409600000,3444.98,3725.0,3416.86,3656.15,15315.75236128
2017-08-12,1502496000000,3656.14,3974.0,3622.87,3874.0,18972.1433559
2017-08-13,1502582400000,3874.0,4200.0,3850.0,4060.47,23522.1419857
2017-08-14,1502668800000,4060.47,4328.0,3985.01,4320.6,20059.96196841
2017-08-15,1502755200000,4320.53,4434.42,3807.14,4159.93,32018.16155552
2017-08-16,1502841600000,4159.93,4385.5,3928.82,4370.01,17969.62620634
2017-08-17,1502928000000,4370.01,4469.0,4180.0,4280.01,19980.89160504
2017-08-18,1503014400000,4280.01,4350.0,3960.47,4101.72,20823.05141554
2017-08-19,1503100800000,4101.72,4186.1,4000.0,4157.41,10502.74082464
2017-08-20,1503187200000,4157.41,4190.21,4044.52,4050.99,8331.87235879
2017-08-21,1503273600000,4050.99,4089.99,3950.88,4002.0,12417.65707555
2017-08-22,1503360000000,4002.0,4145.0,3583.46,4092.0,21922.49731034
2017-08-23,1503446400000,4092.0,4247.88,4058.26,4143.49,11746.0041498
2017-08-24,1503532800000,4142.5,4349.99,4112.76,4312.03,10247.98420911
2017-08-25,1503619200000,4312.03,4453.9,4284.01,4360.0,10918.77972836
2017-08-26,1503705600000,4360.0,4374.39,4260.01,4344.32,6146.47876206
2017-08-27,1503792000000,4344.32,4392.0,4309.87,4340.11,7041.34420177
2017-08-28,1503878400000,4343.5,4396.0,4200.0,4384.99,10452.60382073
2017-08-29,1503964800000,4384.99,4656.83,4350.0,4599.0,14509.95812379
2017-08-30,1504051200000,4599.01,4635.21,4500.55,4581.98,10383.4343046
2017-08-31,1504137600000,4581.98,4769.03,4580.84,4743.94,13628.46777811
2017-09-01,1504224000000,4743.94,4948.0,4706.0,4947.99,16762.80580838
2017-09-02,1504310400000,4948.0,4980.0,4500.0,4649.99,19577.18874549
2017-09-03,1504396800000,4642.39,4749.99,4524.0,4626.05,11569.36076538
2017-09-04,1504483200000,4626.05,4628.05,4234.16,4498.25,20518.88448285
2017-09-05,1504569600000,4498.46,4514.95,4242.38,4432.51,17315.43019201
2017-09-06,1504656000000,4432.51,4692.0,4431.0,4616.18,16174.30433105
2017-09-07,1504742400000,4616.18,4665.44,4475.01,4624.18,8455.04147983
2017-09-08,1504828800000,4624.18,4679.99,4140.0,4350.0,22102.7184586
2017-09-09,1504915200000,4350.0,4449.95,4180.0,4334.36,10073.89558667
2017-09-10,1505001600000,4334.36,4349.99,4139.0,4251.36,10078.69985674
2017-09-11,1505088000000,4251.36,4365.0,4111.14,4210.72,9068.25507562
2017-09-12,1505174400000,4210.72,4375.37,4080.0,4164.52,12373.3985777
2017-09-13,1505260800000,4164.52,4174.53,3726.0,3855.32,22842.53225552
2017-09-14,1505347200000,3855.61,3923.0,3230.05,3250.4,36363.92501211
2017-09-15,1505433600000,3249.99,3894.48,2975.01,3740.02,54488.48241948
2017-09-16,1505520000000,3740.02,4042.98,3600.0,3726.51,19031.68597217
2017-09-17,1505606400000,3726.51,3841.0,3475.64,3719.97,11718.88020167
2017-09-18,1505692800000,3719.98,4130.0,3717.56,4100.0,16906.72338998
2017-09-19,1505779200000,4100.0,4125.22,3850.44,3910.11,13781.15538642
2017-09-20,1505865600000,3910.11,4044.0,3850.01,3872.06,9910.40111429
2017-09-21,1505952000000,3872.07,3903.57,3571.0,3617.47,14978.48542601
2017-09-22,1506038400000,3617.47,3767.77,3509.79,3619.01,12649.02130076
2017-09-23,1506124800000,3619.01,3818.89,3580.0,3787.33,6595.93530667
2017-09-24,1506211200000,3787.33,3789.36,3630.01,3669.01,4692.79090244
2017-09-25,1506297600000,3669.01,3969.37,3669.01,3919.78,9583.73758911
2017-09-26,1506384000000,3919.98,3960.0,3854.29,3885.09,5893.22353833
2017-09-27,1506470400000,3885.09,4228.39,3880.36,4200.0,12072.66869574
2017-09-28,1506556800000,4200.0,4269.95,4122.0,4189.42,7903.94689054
2017-09-29,1506643200000,4189.42,4212.99,4015.17,4156.99,10360.83388071
2017-09-30,1506729600000,4156.99,4356.28,4143.52,4339.0,6235.07845604
2017-10-01,1506816000000,4339.01,4396.99,4256.92,4394.81,5366.91196997
2017-10-02,1506902400000,4394.81,4470.0,4354.23,4392.71,8647.75799194
2017-10-03,1506988800000,4392.71,4419.95,4240.0,4307.99,10606.10621945
2017-10-04,1507075200000,4307.99,4344.0,4175.3,4214.84,6555.27096872
2017-10-05,1507161600000,4214.84,4365.21,4150.01,4320.04,6482.32778439
2017-10-06,1507248000000,4320.02,4407.0,4299.99,4362.99,6441.72560363
2017-10-07,1507334400000,4363.0,4449.42,4320.0,4425.0,4178.25089288
2017-10-08,1507420800000,4425.0,4612.0,4420.01,4603.49,7159.77178341
2017-10-09,1507507200000,4603.5,4875.39,4561.0,4769.55,14273.86832882
2017-10-10,1507593600000,4769.55,4925.65,4701.53,4750.0,13709.70806252
2017-10-11,1507680000000,4750.0,4869.97,4720.21,4814.99,7238.87876179
2017-10-12,1507766400000,4814.99,5440.92,4809.59,5440.0,20097.68845511
2017-10-13,1507852800000,5440.0,5867.0,5390.0,5624.8,26597.9752588
2017-10-14,1507939200000,5624.87,5839.8,5567.86,5819.13,8999.20367594
2017-10-15,1508025600000,5819.13,5849.83,5455.5,5693.7,11817.32828781
2017-10-16,1508112000000,5693.7,5785.3,5575.55,5754.9,8820.66040004
2017-10-17,1508198400000,5754.9,5769.99,5525.0,5594.0,9121.4068495
2017-10-18,1508284800000,5593.97,5600.0,5102.0,5574.44,17620.49150442
2017-10-19,1508371200000,5574.02,5750.0,5529.44,5704.01,8908.55652227
2017-10-20,1508457600000,5704.0,6063.99,5630.0,5989.1,16708.981564
2017-10-21,1508544000000,5989.1,6189.1,5868.26,6024.86,14614.73525277
2017-10-22,1508630400000,6024.85,6082.3,5755.95,6005.05,10770.42951293
2017-10-23,1508716800000,6005.05,6057.02,5650.98,5905.99,16446.78333056
2017-10-24,1508803200000,5906.0,5906.0,5462.19,5525.43,18281.54006372
2017-10-25,1508889600000,5525.43,5765.0,5376.71,5739.97,14136.58125946
2017-10-26,1508976000000,5739.97,6000.0,5701.0,5891.61,11850.82718824
2017-10-27,1509062400000,5891.61,5998.0,5708.8,5780.0,9337.84412481
2017-10-28,1509148800000,5780.0,5894.0,5715.0,5752.01,5453.79798889
2017-10-29,1509235200000,5752.01,6298.99,5728.0,6140.01,12509.85515088
2017-10-30,1509321600000,6140.01,6200.0,6028.0,6124.16,8341.53244599
2017-10-31,1509408000000,6124.16,6472.13,6095.96,6445.01,15024.49558504
2017-11-01,1509494400000,6445.01,6784.0,6363.59,6783.69,20571.58188569
2017-11-02,1509580800000,6783.69,7445.0,6759.0,7039.98,35889.38819701
2017-11-03,1509667200000,7039.99,7449.99,6955.89,7170.01,24759.33130603
2017-11-04,1509753600000,7170.01,7498.0,7011.1,7412.55,13668.92328073
2017-11-05,1509840000000,7412.35,7630.0,7310.0,7392.0,16504.95764862
2017-11-06,1509926400000,7391.95,7432.49,6900.73,6969.76,24287.52091386
2017-11-07,1510012800000,6969.76,7232.84,6968.49,7126.63,14505.79432211
2017-11-08,1510099200000,7128.99,7898.0,7031.66,7467.96,38184.63758966
2017-11-09,1510185600000,7467.97,7470.01,7079.0,7156.0,18059.36167926
2017-11-10,1510272000000,7156.0,7350.0,6426.0,6577.62,34072.93239507
2017-11-11,1510358400000,6577.63,6894.99,6201.01,6346.7,25651.2940802
2017-11-12,1510444800000,6346.64,6486.0,5511.11,5886.35,52487.43253081
2017-11-13,1510531200000,5886.35,6841.45,5850.0,6535.87,36435.45627543
2017-11-14,1510617600000,6535.87,6748.0,6450.0,6605.0,20256.43299376
2017-11-15,1510704000000,6605.0,7349.0,6605.0,7294.0,27878.77629558
2017-11-16,1510790400000,7294.0,7985.37,7130.0,7838.53,29352.77615064
2017-11-17,1510876800000,7838.54,7988.5,7536.0,7714.71,25045.6530014
2017-11-18,1510963200000,7714.7,7847.98,7502.0,7777.01,14707.53684425
2017-11-19,1511049600000,7777.01,8098.62,7700.0,8031.82,14765.96963561
2017-11-20,1511136000000,8031.83,8293.25,7969.0,8256.01,15693.26060594
2017-11-21,1511222400000,8256.01,8375.0,7802.99,8109.0,31256.2619911
2017-11-22,1511308800000,8109.0,8298.98,8103.13,8250.0,13690.8317595
2017-11-23,1511395200000,8250.0,8274.98,8031.16,8031.16,11919.91670069
2017-11-24,1511481600000,8031.16,8324.0,7900.0,8215.01,14748.71323788
2017-11-25,1511568000000,8215.01,8795.5,8203.98,8795.5,16482.32785846
2017-11-26,1511654400000,8795.5,9596.0,8795.5,9401.11,28641.69759252
2017-11-27,1511740800000,9401.11,9795.0,9401.0,9768.71,25683.3262464
2017-11-28,1511827200000,9768.71,9989.95,9705.99,9949.0,18960.42673846
2017-11-29,1511913600000,9949.0,11485.0,8595.55,9935.98,70224.99702034
2017-11-30,1512000000000,9920.81,10850.0,9135.6,9903.0,42536.31363519
2017-12-01,1512086400000,9903.01,10937.0,9517.0,10869.84,33257.5736678
2017-12-02,1512172800000,10869.85,11100.0,10701.0,10930.24,20197.01810153
2017-12-03,1512259200000,10930.24,11891.0,10601.0,11290.0,31415.80537618
2017-12-04,1512345600000,11290.0,11650.0,10950.0,11643.98,20180.88652913
2017-12-05,1512432000000,11643.99,11875.0,11532.0,11718.35,17711.49076161
2017-12-06,1512518400000,11718.34,14425.0,11717.5,14090.0,51358.74592889
2017-12-07,1512604800000,14090.0,19697.0,13500.0,17390.01,84528.1023714
2017-12-08,1512691200000,17390.01,17777.69,13788.99,16367.03,68522.70363443
2017-12-09,1512777600000,16367.03,16499.0,13550.0,15309.98,41170.50758947
2017-12-10,1512864000000,15309.99,16300.0,13501.0,15290.01,52882.81594883
2017-12-11,1512950400000,15290.01,17493.0,15200.0,16885.76,41169.69239233
2017-12-12,1513036800000,16885.76,18149.99,16375.0,17730.12,38219.40739552
2017-12-13,1513123200000,17730.12,17900.0,15700.0,16689.61,31867.18168864
2017-12-14,1513209600000,16689.62,17199.6,16256.0,16749.78,16329.87585067
2017-12-15,1513296000000,16749.79,17899.0,16745.0,17738.67,28605.3275268
2017-12-16,1513382400000,17738.68,19797.0,17630.0,19650.01,24853.68358079
2017-12-17,1513468800000,19650.02,19891.99,19010.0,19378.99,21476.23509637
2017-12-18,1513555200000,19378.99,19385.0,18200.0,19039.01,26385.52352887
2017-12-19,1513641600000,19039.01,19099.0,16800.0,17838.73,32148.34752127
2017-12-20,1513728000000,17838.73,17890.0,14001.0,16496.89,47992.44424371
2017-12-21,1513814400000,16496.9,17364.57,15151.0,15758.8,28740.89368429
2017-12-22,1513900800000,15758.8,15974.95,10400.0,14210.57,103039.93421339
2017-12-23,1513987200000,14229.47,16261.0,13750.0,15075.89,30795.88799527
2017-12-24,1514073600000,15075.89,15109.27,13210.0,14221.94,24834.83362307
2017-12-25,1514160000000,14221.93,14774.0,13450.0,14171.98,15425.35357187
2017-12-26,1514246400000,14171.99,16148.0,14171.98,15790.88,22462.7056247
2017-12-27,1514332800000,15790.88,16490.0,14524.37,15367.08,24957.62817381
2017-12-28,1514419200000,15360.01,15489.0,13500.0,14450.01,31273.57825037
2017-12-29,1514505600000,14450.01,15105.34,14041.81,14565.05,18476.05198941
2017-12-30,1514592000000,14565.04,14639.79,12500.0,12839.99,28787.73764058
2017-12-31,1514678400000,12839.98,14280.26,12633.8,13863.13,18604.28576752
2018-01-01,1514764800000,13863.14,13889.0,12952.5,13480.01,12295.00653579
2018-01-02,1514851200000,13480.0,15275.0,13005.0,14781.51,26387.93493436
2018-01-03,1514937600000,14781.52,15400.0,14628.0,15098.14,17877.49528646
2018-01-04,1515024000000,15098.23,15400.0,14230.0,15144.99,20010.43634249
2018-01-05,1515110400000,15145.0,17178.0,14819.78,16960.01,22917.78066891
2018-01-06,1515196800000,16960.01,17174.0,16251.01,17098.99,14104.21391996
2018-01-07,1515283200000,17099.0,17115.01,15755.01,16174.22,12341.08084887
2018-01-08,1515369600000,16174.22,16275.0,14000.0,14993.74,23151.96462195
2018-01-09,1515456000000,14993.73,15384.0,14230.0,14480.99,15384.62464501
2018-01-10,1515542400000,14481.0,14875.18,13550.01,14875.18,22664.54513634
2018-01-11,1515628800000,14875.17,14970.0,12800.01,13308.06,28889.12130985
2018-01-12,1515715200000,13308.06,14080.83,12900.0,13820.0,14816.77240977
2018-01-13,1515801600000,13820.0,14500.0,13792.25,14187.95,10491.10485473
2018-01-14,1515888000000,14187.94,14332.85,13110.0,13656.23,10783.39313813
2018-01-15,1515974400000,13656.23,14253.0,13416.0,13590.0,10511.84043108
2018-01-16,1516060800000,13590.0,13643.66,9928.62,11570.01,62207.83296297
2018-01-17,1516147200000,11570.01,12358.89,9005.0,11200.01,63957.23278928
2018-01-18,1516233600000,11204.64,12123.1,10687.21,11305.53,30134.64772622
2018-01-19,1516320000000,11305.53,11973.99,11050.0,11498.99,15959.30876174
2018-01-20,1516406400000,11499.0,12985.55,11498.99,12762.8,18749.95639326
2018-01-21,1516492800000,12762.8,12762.8,11118.0,11518.17,16426.17776825
2018-01-22,1516579200000,11518.17,11849.0,10025.0,10766.7,24352.57045749
2018-01-23,1516665600000,10766.7,11370.0,9945.0,10824.94,21897.02947424
2018-01-24,1516752000000,10824.95,11450.0,10450.0,11356.79,15159.74617502
2018-01-25,1516838400000,11356.8,11690.0,10851.0,11118.0,13803.3994887
2018-01-26,1516924800000,11118.0,11570.0,10305.0,11086.89,19343.28195401
2018-01-27,1517011200000,11086.88,11494.08,10850.0,11319.0,12301.187315
2018-01-28,1517097600000,11319.0,11697.24,11234.38,11536.0,13684.87204513
2018-01-29,1517184000000,11536.0,11570.0,10840.0,11123.01,11166.05984506
2018-01-30,1517270400000,11123.01,11150.0,9711.11,9995.0,27589.87336945
2018-01-31,1517356800000,9995.0,10299.95,9601.02,10099.99,19533.73809729
2018-02-01,1517443200000,10099.99,10166.25,8400.0,9014.23,38171.97003425
2018-02-02,1517529600000,9014.22,9090.08,7540.0,8787.52,52039.26807721
2018-02-03,1517616000000,8787.52,9499.0,8115.48,9240.0,23700.98508963
2018-02-04,1517702400000,9227.8,9350.0,7859.0,8167.91,24062.18195663
2018-02-05,1517788800000,8167.9,8349.16,6425.75,6905.19,59578.69822102
2018-02-06,1517875200000,6905.2,7948.89,5873.0,7688.46,91895.11062729
2018-02-07,1517961600000,7688.47,8650.0,7212.82,7575.75,50916.57889564
2018-02-08,1518048000000,7575.76,8625.0,7550.0,8218.1,31649.57658512
2018-02-09,1518134400000,8218.07,8700.0,7750.0,8671.01,27558.51614051
2018-02-10,1518220800000,8671.0,9090.0,8155.0,8547.49,24910.69248868
2018-02-11,1518307200000,8547.48,8547.49,7851.0,8072.99,16804.11338411
2018-02-12,1518393600000,8073.0,8950.0,8072.99,8872.28,19718.28616707
2018-02-13,1518480000000,8872.27,8925.0,8393.1,8520.01,13952.55754805
2018-02-14,1518566400000,8520.01,9482.5,8520.0,9472.98,24374.64430846
2018-02-15,1518652800000,9472.98,10249.81,9342.46,10031.23,32372.79739747
2018-02-16,1518739200000,10031.23,10307.68,9729.58,10167.49,17843.54690778
2018-02-17,1518825600000,10167.49,11149.0,10057.0,11121.5,20781.56168216
2018-02-18,1518912000000,11121.5,11299.1,10159.0,10380.04,26975.93580105
2018-02-19,1518998400000,10380.03,11274.11,10297.39,11140.0,17634.43505308
2018-02-20,1519084800000,11140.0,11775.0,11000.0,11235.57,28425.12094891
2018-02-21,1519171200000,11235.57,11279.99,10250.0,10454.27,30042.03089218
2018-02-22,1519257600000,10453.83,10900.0,9715.27,9830.0,28095.90851163
2018-02-23,1519344000000,9830.0,10390.77,9576.43,10144.99,20779.94318193
2018-02-24,1519430400000,10144.99,10494.14,9372.72,9688.62,19729.38570667
2018-02-25,1519516800000,9688.61,9850.0,9324.75,9597.99,11707.16167099
2018-02-26,1519603200000,9600.0,10447.74,9404.0,10300.0,19118.9938219
2018-02-27,1519689600000,10300.0,10845.07,10133.33,10566.57,18240.52935154
2018-02-28,1519776000000,10556.3,11044.0,10263.0,10307.27,19688.06956326
2018-03-01,1519862400000,10307.26,11075.0,10213.99,10895.92,15390.55106388
2018-03-02,1519948800000,10895.93,11149.0,10765.0,11000.0,13838.03908182
2018-03-03,1520035200000,11000.01,11494.57,11000.0,11432.5,13198.55336472
2018-03-04,1520121600000,11432.51,11487.0,11041.0,11469.9,8635.84247054
2018-03-05,1520208000000,11469.9,11645.74,11339.0,11377.54,11051.44857722
2018-03-06,1520294400000,11371.5,11395.63,10565.85,10700.0,18565.88802786
2018-03-07,1520380800000,10700.0,10894.0,9400.0,9925.0,32486.56622749
2018-03-08,1520467200000,9925.0,10098.0,9050.0,9304.89,23426.7950493
2018-03-09,1520553600000,9304.9,9410.0,8370.0,9255.0,42041.35761821
2018-03-10,1520640000000,9255.0,9518.77,8720.08,8795.44,17254.85640436
2018-03-11,1520726400000,8795.45,9760.0,8516.0,9533.88,21816.15454135
2018-03-12,1520812800000,9533.88,9890.0,8780.49,9120.0,21281.59414403
2018-03-13,1520899200000,9120.0,9472.88,8855.0,9145.41,17207.40199682
2018-03-14,1520985600000,9145.42,9340.0,7931.0,8207.02,28010.58833814
2018-03-15,1521072000000,8207.02,8400.0,7666.0,8259.99,28014.23390561
2018-03-16,1521158400000,8260.0,8600.0,7911.0,8275.0,16967.92912777
2018-03-17,1521244800000,8274.09,8349.82,7751.0,7857.6,13639.73308518
2018-03-18,1521331200000,7857.59,8302.73,7310.0,8192.0,30536.54458381
2018-03-19,1521417600000,8192.0,8757.5,8108.31,8589.0,25598.67320803
2018-03-20,1521504000000,8589.0,9046.26,8316.15,8900.0,20469.34145312
2018-03-21,1521590400000,8900.0,9174.0,8745.0,8891.81,16007.11697609
2018-03-22,1521676800000,8891.81,9073.93,8467.27,8715.09,14990.23803367
2018-03-23,1521763200000,8715.09,8927.81,8280.04,8927.1,15266.82554983
2018-03-24,1521849600000,8927.8,8999.0,8508.0,8531.34,11863.31062337
2018-03-25,1521936000000,8531.96,8670.0,8359.45,8453.0,9048.85236081
2018-03-26,1522022400000,8453.0,8498.0,7854.0,8145.0,19389.85130451
2018-03-27,1522108800000,8144.99,8219.99,7757.0,7793.61,14987.73034205
2018-03-28,1522195200000,7793.61,8088.0,7727.76,7942.72,10966.69757001
2018-03-29,1522281600000,7942.73,7957.0,6905.0,7080.0,27812.00561903
2018-03-30,1522368000000,7080.0,7275.35,6600.0,6848.01,29312.749662
2018-03-31,1522454400000,6848.01,7200.0,6780.0,6928.5,14951.4968471
2018-04-01,1522540800000,6928.5,7044.46,6450.0,6816.01,15434.52280833
2018-04-02,1522627200000,6816.01,7100.0,6777.28,7045.01,14317.14565509
2018-04-03,1522713600000,7045.01,7520.0,7016.8,7424.9,18923.19243902
2018-04-04,1522800000000,7424.91,7424.91,6708.46,6791.68,15332.55315937
2018-04-05,1522886400000,6791.68,6933.11,6568.64,6785.85,14454.29416624
2018-04-06,1522972800000,6785.86,6847.0,6518.88,6619.01,10756.54967988
2018-04-07,1523059200000,6619.01,7064.64,6605.08,6894.01,10351.3736739
2018-04-08,1523145600000,6894.01,7099.99,6880.0,7020.01,6296.84940676
2018-04-09,1523232000000,7020.01,7169.53,6617.0,6771.13,13950.51963666
2018-04-10,1523318400000,6771.14,6893.29,6661.19,6824.99,7491.82299943
2018-04-11,1523404800000,6825.0,6974.0,6806.01,6942.99,8182.9960061
2018-04-12,1523491200000,6943.0,8050.0,6767.77,7916.0,31205.93316274
2018-04-13,1523577600000,7915.99,8220.0,7760.0,7893.19,22123.21006651
2018-04-14,1523664000000,7893.19,8150.0,7830.0,8003.11,9338.06089305
2018-04-15,1523750400000,8003.12,8392.56,8003.11,8355.25,9899.55458272
2018-04-16,1523836800000,8355.24,8398.98,7905.99,8048.93,13429.26623465
2018-04-17,1523923200000,8048.92,8162.5,7822.0,7892.1,10700.35753361
2018-04-18,1524009600000,7892.11,8243.99,7879.8,8152.05,10973.85923727
2018-04-19,1524096000000,8152.05,8300.0,8101.47,8274.0,11936.23618763
2018-04-20,1524182400000,8274.0,8932.57,8216.21,8866.27,16415.30759081
2018-04-21,1524268800000,8866.27,9038.87,8610.7,8915.42,12305.06569139
2018-04-22,1524355200000,8915.42,9015.0,8754.01,8795.01,7805.76709948
2018-04-23,1524441600000,8795.0,8991.0,8775.1,8931.3,8040.33557959
2018-04-24,1524528000000,8931.31,9728.56,8930.0,9645.1,20843.27006804
2018-04-25,1524614400000,9645.0,9763.49,8602.43,8865.98,31814.1288426
2018-04-26,1524700800000,8865.98,9318.0,8660.0,9272.11,15216.84970266
2018-04-27,1524787200000,9272.12,9369.0,8910.0,8922.55,12087.28643213
2018-04-28,1524873600000,8922.56,9447.0,8863.42,9329.99,8849.51366266
2018-04-29,1524960000000,9329.99,9512.5,9179.99,9389.01,7937.98812228
2018-04-30,1525046400000,9389.01,9447.0,9110.88,9243.83,8862.27320109
2018-05-01,1525132800000,9243.83,9245.37,8831.21,9072.29,11372.35045084
2018-05-02,1525219200000,9072.29,9251.05,8990.0,9190.48,8825.62461492
2018-05-03,1525305600000,9190.47,9800.0,9131.0,9725.74,14956.45443951
2018-05-04,1525392000000,9725.74,9745.0,9451.5,9685.0,10837.90259875
2018-05-05,1525478400000,9685.0,9948.12,9660.28,9800.0,9391.1010713
2018-05-06,1525564800000,9799.99,9880.0,9390.0,9600.0,7651.21500589
2018-05-07,1525651200000,9600.0,9619.55,9162.85,9353.0,9909.98246212
2018-05-08,1525737600000,9356.25,9463.13,9050.0,9177.82,9561.98001906
2018-05-09,1525824000000,9177.81,9370.0,8960.0,9300.08,8628.95083325
2018-05-10,1525910400000,9300.08,9386.32,9001.01,9010.51,7596.46134672
2018-05-11,1525996800000,9010.51,9010.51,8351.0,8403.33,17512.9269818
2018-05-12,1526083200000,8403.33,8658.57,8223.43,8475.0,11392.07649417
2018-05-13,1526169600000,8474.31,8774.32,8345.0,8686.1,6678.59431195
2018-05-14,1526256000000,8686.1,8880.01,8289.79,8670.0,14127.77867728
2018-05-15,1526342400000,8670.0,8847.0,8420.45,8477.46,10892.26808048
2018-05-16,1526428800000,8477.47,8500.0,8103.33,8344.0,10858.39386627
2018-05-17,1526515200000,8344.01,8483.48,8001.0,8059.0,8477.74299592
2018-05-18,1526601600000,8059.0,8280.0,7927.21,8238.51,8239.27592631
2018-05-19,1526688000000,8238.51,8390.0,8152.54,8235.6,4198.42045085
